,city,state,zip_code,latitude,longitude
2109,Kilgore,TX,75662,32.4,-94.9
2110,Killeen,TX,76542,31.1,-97.7
2111,Killeen,TX,76542,31.1,-97.7
2112,Killeen,TX,76549,31.1,-97.8
2113,Killeen,TX,76549,31.1,-97.8
2114,Kilmarnock,VA,22482,37.7,-76.4
2115,Kimball,TN,37347,35.0,-85.7
2116,King,NC,27021,36.3,-80.4
2117,King George,VA,22485,38.4,-77.1
2118,King Of Prussia,PA,19406,40.1,-75.4
2119,Kingfisher,OK,73750,35.8,-97.9
2120,Kingman,AZ,86409,35.2,-114.0
2121,Kings Mountain,NC,28086,35.2,-81.4
2122,Kingsport,TN,37660,36.6,-82.6
2123,Kingsport,TN,37660,36.6,-82.6
2124,Kingsport,TN,37664,36.5,-82.5
2125,Kingston,NY,12401,42.0,-74.0
2126,Kingsville,TX,78363,27.5,-97.9
2127,Kingwood,TX,77339,30.1,-95.2
2128,Kingwood,WV,26537,39.5,-79.7
2129,Kinston,NC,28504,35.3,-77.6
2130,Kirksville,MO,63501,40.2,-92.6
2131,Kirkwood,MO,63122,38.6,-90.4
2132,Kissimmee,FL,34741,28.3,-81.4
2133,Kissimmee,FL,34743,28.3,-81.3
2134,Kissimmee,FL,34744,28.3,-81.4
2135,Kissimmee,FL,34746,28.3,-81.5
2136,Kissimmee,FL,34746,28.3,-81.5
2137,Kissimmee,FL,34747,28.3,-81.6
2138,Kissimmee,FL,34759,28.1,-81.4
2139,Kittanning,PA,16201,40.8,-79.5
2140,Kitty Hawk,NC,27949,36.1,-75.7
2141,Klamath Falls,OR,97603,42.2,-121.8
2142,Knightdale,NC,27545,35.8,-78.5
2143,Knoxville,IA,50138,41.3,-93.1
2144,Knoxville,TN,37912,36.0,-84.0
2145,Knoxville,TN,37919,36.0,-83.9
2146,Knoxville,TN,37920,35.9,-83.8
2147,Knoxville,TN,37921,36.0,-84.0
2148,Knoxville,TN,37923,35.9,-84.1
2149,Knoxville,TN,37924,36.0,-83.9
2150,Knoxville,TN,37934,35.9,-84.1
2151,Knoxville,TN,37938,36.1,-83.9
2152,Kodiak,AK,99615,57.8,-152.4
2153,Kokomo,IN,46901,40.5,-86.1
2154,Kosciusko,MS,39090,33.1,-89.6
2155,Kyle,TX,78640,30.0,-97.9
2156,La Crosse,WI,54601,43.8,-91.2
2157,La Fayette,GA,30728,34.7,-85.3
2158,La Grange,KY,40031,38.4,-85.4
2159,La Grange,TX,78945,29.9,-96.9
2160,La Habra,CA,90631,33.9,-118.0
2161,La Habra,CA,90631,33.9,-117.9
2162,La Junta,CO,81050,38.0,-103.6
2163,La Marque,TX,77568,29.4,-95.0
2164,La Mesa,CA,91942,32.8,-117.0
2165,La Mesa,CA,91942,32.8,-117.0
2166,La Mirada,CA,90638,33.9,-118.0
2167,La Palma,CA,90623,33.8,-118.0
2168,La Place,LA,70068,30.1,-90.5
2169,La Plata,MD,20646,38.6,-77.0
2170,La Porte,IN,46350,41.6,-86.7
2171,La Porte,TX,77571,29.7,-95.1
2172,La Puente,CA,91744,34.0,-117.9
2173,La Quinta,CA,92253,33.7,-116.3
2174,La Vergne,TN,37086,36.0,-86.5
2175,La Vista,NE,68128,41.2,-96.1
2176,Labelle,FL,33935,26.7,-81.5
2177,Lacey,WA,98503,47.0,-122.8
2178,Lacey,WA,98516,47.1,-122.8
2179,Ladson,SC,29456,33.0,-80.1
2180,Ladysmith,WI,54848,45.5,-91.1
2181,Lafayette,CO,80026,40.0,-105.1
2182,Lafayette,IN,47905,40.4,-86.8
2183,Lafayette,IN,47909,40.4,-86.9
2184,Lafayette,LA,70501,30.2,-92.0
2185,Lafayette,LA,70506,30.2,-92.1
2186,Lafayette,LA,70508,30.2,-92.0
2187,Lafayette,TN,37083,36.5,-86.0
2188,Lagrange,GA,30240,33.1,-85.0
2189,Lagrange,GA,30241,33.0,-85.0
2190,Laguna Niguel,CA,92677,33.6,-117.7
2191,Lake Charles,LA,70601,30.2,-93.2
2192,Lake Charles,LA,70601,30.3,-93.2
2193,Lake Charles,LA,70605,30.2,-93.2
2194,Lake Charles,LA,70607,30.2,-93.2
2195,Lake Charles,LA,70611,30.3,-93.2
2196,Lake City,FL,32055,30.2,-82.7
2197,Lake City,SC,29560,33.9,-79.8
2198,Lake Elsinore,CA,92532,33.7,-117.3
2199,Lake Geneva,WI,53147,42.6,-88.4
2200,Lake Havasu City,AZ,86404,34.6,-114.4
2201,Lake Jackson,TX,77566,29.0,-95.5
2202,Lake Mary,FL,32746,28.8,-81.3
2203,Lake Park,FL,33403,26.8,-80.1
2204,Lake Saint Louis,MO,63367,38.8,-90.8
2205,Lake Wales,FL,33898,27.9,-81.6
2206,Lake Worth,FL,33449,26.6,-80.2
2207,Lake Worth,FL,33463,26.6,-80.1
2208,Lake Worth,FL,33467,26.6,-80.1
2209,Lake Worth,TX,76135,32.8,-97.4
2210,Lake Wylie,SC,29710,35.1,-81.1
2211,Lake Zurich,IL,60047,42.2,-88.1
2212,Lakeland,FL,33803,28.0,-82.0
2213,Lakeland,FL,33809,28.1,-82.0
2214,Lakeside,CO,80212,39.8,-105.1
2215,Lakeville,MN,55044,44.7,-93.3
2216,Lakewood,CA,90712,33.8,-118.2
2217,Lakewood,CO,80214,39.7,-105.1
2218,Lakewood,CO,80226,39.7,-105.1
2219,Lakewood,NY,14750,42.1,-79.3
2220,Lakewood,WA,98499,47.2,-122.5
2221,Lamar,CO,81052,38.1,-102.6
2222,Lamar,MO,64759,37.5,-94.3
2223,Lampasas,TX,76550,31.1,-98.2
2224,Lancaster,CA,93535,34.7,-118.1
2225,Lancaster,CA,93536,34.7,-118.2
2226,Lancaster,NY,14043,42.9,-78.7
2227,Lancaster,OH,43130,39.7,-82.6
2228,Lancaster,PA,17601,40.1,-76.3
2229,Lancaster,PA,17602,40.0,-76.2
2230,Lancaster,SC,29720,34.7,-80.8
2231,Lancaster,TX,75146,32.6,-96.8
2232,Lancaster,TX,75146,32.6,-96.8
2233,Landover Hills,MD,20784,38.9,-76.9
2234,Lanoka Harbor,NJ,8734,39.9,-74.2
2235,Lansing,IL,60438,41.6,-87.6
2236,Lansing,MI,48912,42.8,-84.5
2237,Lansing,MI,48917,42.7,-84.7
2238,Lapeer,MI,48446,43.1,-83.3
2239,Laramie,WY,82070,41.3,-105.5
2240,Laredo,TX,78041,27.6,-99.5
2241,Laredo,TX,78043,27.5,-99.5
2242,Laredo,TX,78045,27.6,-99.5
2243,Laredo,TX,78046,27.5,-99.5
2244,Largo,FL,33760,27.9,-82.7
2245,Largo,FL,33770,27.9,-82.8
2246,Largo,FL,33771,27.9,-82.8
2247,Largo,FL,33774,27.9,-82.8
2248,Las Cruces,NM,88001,32.3,-106.7
2249,Las Cruces,NM,88001,32.3,-106.7
2250,Las Cruces,NM,88005,32.3,-106.8
2251,Las Cruces,NM,88011,32.4,-106.7
2252,Las Vegas,NM,87701,35.6,-105.2
2253,Las Vegas,NV,89102,36.2,-115.2
2254,Las Vegas,NV,89103,36.1,-115.2
2255,Las Vegas,NV,89104,36.2,-115.1
2256,Las Vegas,NV,89108,36.2,-115.2
2257,Las Vegas,NV,89108,36.2,-115.2
2258,Las Vegas,NV,89110,36.2,-115.1
2259,Las Vegas,NV,89113,36.1,-115.2
2260,Las Vegas,NV,89119,36.1,-115.1
2261,Las Vegas,NV,89121,36.1,-115.1
2262,Las Vegas,NV,89122,36.1,-115.1
2263,Las Vegas,NV,89123,36.0,-115.1
2264,Las Vegas,NV,89123,36.1,-115.1
2265,Las Vegas,NV,89129,36.2,-115.3
2266,Las Vegas,NV,89130,36.2,-115.2
2267,Las Vegas,NV,89131,36.3,-115.2
2268,Las Vegas,NV,89146,36.2,-115.2
2269,Las Vegas,NV,89148,36.1,-115.3
2270,Las Vegas,NV,89149,36.3,-115.3
2271,Las Vegas,NV,89156,36.2,-115.0
2272,Las Vegas,NV,89178,36.0,-115.2
2273,Las Vegas,NV,89183,36.0,-115.2
2274,Latham,NY,12110,42.7,-73.8
2275,Latrobe,PA,15650,40.3,-79.4
2276,Lauderdale Lakes,FL,33313,26.2,-80.2
2277,Laurel,MD,20724,39.1,-76.8
2278,Laurel,MS,39440,31.7,-89.1
2279,Laurel,MT,59044,45.7,-108.8
2280,Laurens,SC,29360,34.5,-82.0
2281,Laurinburg,NC,28352,34.8,-79.5
2282,Lavale,MD,21502,39.6,-78.8
2283,Lawrence,KS,66046,38.9,-95.3
2284,Lawrence,KS,66049,39.0,-95.3
2285,Lawrenceburg,KY,40342,38.0,-84.9
2286,Lawrenceburg,TN,38464,35.3,-87.3
2287,Lawrenceville,GA,30044,33.9,-84.1
2288,Lawrenceville,GA,30044,33.9,-84.0
2289,Lawrenceville,GA,30046,34.0,-84.0
2290,Lawrenceville,IL,62439,38.7,-87.7
2291,Lawton,OK,73505,34.6,-98.4
2292,Lawton,OK,73505,34.6,-98.4
2293,Lawton,OK,73505,34.6,-98.5
2294,Layton,UT,84040,41.1,-111.9
2295,Layton,UT,84041,41.1,-112.0
2296,Le Mars,IA,51031,42.8,-96.2
2297,League City,TX,77573,29.5,-95.1
2298,League City,TX,77573,29.5,-95.1
2299,Leavenworth,KS,66048,39.3,-94.9
2300,Lebanon,IN,46052,40.1,-86.5
2301,Lebanon,KY,40033,37.6,-85.3
2302,Lebanon,MO,65536,37.7,-92.6
2303,Lebanon,OH,45036,39.5,-84.2
2304,Lebanon,OR,97355,44.5,-122.9
2305,Lebanon,PA,17046,40.3,-76.4
2306,Lebanon,TN,37087,36.2,-86.3
2307,Lebanon,VA,24266,36.9,-82.0
2308,Lecanto,FL,34461,28.9,-82.5
2309,Ledgewood,NJ,7852,40.9,-74.7
2310,Leeds,AL,35094,33.6,-86.5
2311,Lees Summit,MO,64082,38.9,-94.4
2312,Lees Summit,MO,64086,38.9,-94.4
2313,Leesburg,FL,34748,28.8,-81.9
2314,Leesburg,VA,20176,39.1,-77.5
2315,Leesville,LA,71446,31.1,-93.3
2316,Leesville,SC,29070,33.9,-81.5
2317,Lehigh Acres,FL,33971,26.6,-81.7
2318,Lehighton,PA,18235,40.8,-75.7
2319,Leicester,MA,1524,42.3,-71.9
2320,Leitchfield,KY,42754,37.5,-86.3
2321,Leland,NC,28451,34.2,-78.0
2322,Lenoir,NC,28645,35.9,-81.5
2323,Lenoir City,TN,37771,35.8,-84.3
2324,Leominster,MA,1453,42.5,-71.7
2325,Levelland,TX,79336,33.6,-102.4
2326,Levittown,NY,11756,40.7,-73.5
2327,Levittown,PA,19055,40.1,-74.8
2328,Lewis Center,OH,43035,40.2,-83.0
2329,Lewisburg,PA,17837,41.0,-76.9
2330,Lewisburg,TN,37091,35.5,-86.8
2331,Lewisburg,WV,24901,37.8,-80.4
2332,Lewistown,PA,17044,40.6,-77.6
2333,Lewisville,TX,75067,33.0,-97.0
2334,Lewisville,TX,75067,33.0,-97.0
2335,Lewisville,TX,75077,33.1,-97.0
2336,Lexington,KY,40503,38.0,-84.5
2337,Lexington,KY,40509,38.0,-84.4
2338,Lexington,KY,40511,38.1,-84.5
2339,Lexington,KY,40513,38.0,-84.6
2340,Lexington,KY,40515,38.0,-84.5
2341,Lexington,NC,27292,35.8,-80.3
2342,Lexington,NC,27295,35.8,-80.3
2343,Lexington,NE,68850,40.7,-99.7
2344,Lexington,SC,29072,34.0,-81.2
2345,Lexington,SC,29073,33.9,-81.2
2346,Lexington,TN,38351,35.7,-88.4
2347,Lexington,VA,24450,37.8,-79.4
2348,Liberal,KS,67901,37.0,-100.9
2349,Liberal,KS,67901,37.1,-100.9
2350,Liberty,TX,77575,30.1,-94.8
2351,Lihue,HI,96766,22.0,-159.4
2352,Lilburn,GA,30047,33.9,-84.1
2353,Lima,OH,45804,40.7,-84.1
2354,Lima,OH,45805,40.8,-84.2
2355,Lincoln,CA,95648,38.9,-121.3
2356,Lincoln,IL,62656,40.2,-89.4
2357,Lincoln,ME,4457,45.4,-68.5
2358,Lincoln,NE,68507,40.8,-96.6
2359,Lincoln,NE,68512,40.7,-96.7
2360,Lincoln,NE,68521,40.9,-96.7
2361,Lincoln,NE,68526,40.7,-96.6
2362,Lincolnton,NC,28092,35.5,-81.2
2363,Lindale,TX,75771,32.5,-95.4
2364,Linden,NJ,7036,40.6,-74.2
2365,Lindon,UT,84042,40.3,-111.7
2366,Lindsay,OK,73052,34.8,-97.6
2367,Linton,IN,47441,39.0,-87.1
2368,Lisbon,CT,6351,41.6,-72.0
2369,Litchfield,IL,62056,39.2,-89.7
2370,Litchfield,MN,55355,45.1,-94.5
2371,Lithia Springs,GA,30122,33.8,-84.6
2372,Lithonia,GA,30038,33.7,-84.1
2373,Lithonia,GA,30038,33.7,-84.2
2374,Little Egg Harbor,NJ,8087,39.6,-74.4
2375,Little Falls,MN,56345,46.0,-94.3
2376,Little Rock,AR,72205,34.7,-92.4
2377,Little Rock,AR,72209,34.7,-92.4
2378,Little Rock,AR,72211,34.7,-92.4
2379,Little Rock,AR,72223,34.8,-92.5
2380,Littleton,CO,80123,39.6,-105.1
2381,Littleton,CO,80127,39.6,-105.2
2382,Littleton,NH,3561,44.3,-71.8
2383,Live Oak,FL,32060,30.3,-83.0
2384,Livermore,CA,94551,37.7,-121.8
2385,Liverpool,NY,13090,43.2,-76.2
2386,Livingston,TX,77351,30.7,-95.0
2387,Livonia,MI,48150,42.4,-83.3
2388,Livonia,MI,48152,42.4,-83.3
2389,Lockhart,TX,78644,29.9,-97.7
2390,Lockport,IL,60441,41.6,-88.0
2391,Lockport,NY,14094,43.1,-78.7
2392,Locust,NC,28097,35.3,-80.5
2393,Locust Grove,GA,30248,33.4,-84.1
2394,Locust Grove,OK,74352,36.2,-95.2
2395,Locust Grove,VA,22508,38.4,-77.8
2396,Lodi,CA,95242,38.1,-121.3
2397,Logan,OH,43138,39.5,-82.4
2398,Logan,UT,84321,41.7,-111.8
2399,Logan,WV,25601,37.9,-82.0
2400,Logansport,IN,46947,40.8,-86.3
2401,Loganville,GA,30052,33.8,-83.9
2402,Loma Linda,CA,92354,34.0,-117.2
2403,Lompoc,CA,93436,34.7,-120.5
2404,London,KY,40741,37.1,-84.1
2405,London,OH,43140,39.9,-83.4
2406,Long Beach,CA,90805,33.9,-118.1
2407,Long Beach,CA,90808,33.8,-118.1
2408,Longmont,CO,80504,40.2,-105.0
2409,Longmont,CO,80504,40.2,-105.1
2410,Longview,TX,75604,32.5,-94.8
2411,Longview,TX,75604,32.6,-94.8
2412,Longview,TX,75605,32.5,-94.7
2413,Longview,WA,98632,46.1,-122.9
2414,Longview,WA,98632,46.2,-123.0
2415,Lonoke,AR,72086,34.8,-91.9
2416,Lorain,OH,44053,41.4,-82.2
2417,Los Banos,CA,93635,37.1,-120.9
2418,Los Fresnos,TX,78566,26.1,-97.5
2419,Los Lunas,NM,87031,34.8,-106.8
2420,Louisa,KY,41230,38.1,-82.6
2421,Louisburg,NC,27549,36.1,-78.3
2422,Louisville,KY,40207,38.3,-85.6
2423,Louisville,KY,40214,38.1,-85.8
2424,Louisville,KY,40216,38.2,-85.8
2425,Louisville,KY,40216,38.2,-85.9
2426,Louisville,KY,40218,38.2,-85.7
2427,Louisville,KY,40219,38.1,-85.7
2428,Louisville,KY,40229,38.1,-85.7
2429,Louisville,KY,40241,38.3,-85.5
2430,Louisville,KY,40272,38.1,-85.9
2431,Louisville,KY,40291,38.1,-85.6
2432,Louisville,MS,39339,33.1,-89.1
2433,Lovejoy,GA,30250,33.4,-84.3
2434,Loveland,CO,80537,40.4,-105.0
2435,Loveland,CO,80538,40.5,-105.1
2436,Lowville,NY,13367,43.8,-75.5
2437,Lubbock,TX,79415,33.6,-101.9
2438,Lubbock,TX,79416,33.6,-101.9
2439,Lubbock,TX,79423,33.5,-101.9
2440,Lubbock,TX,79423,33.5,-101.9
2441,Lubbock,TX,79423,33.5,-101.9
2442,Lubbock,TX,79424,33.5,-102.0
2443,Lucas,TX,75002,33.1,-96.6
2444,Lucedale,MS,39452,30.9,-88.6
2445,Ludington,MI,49431,44.0,-86.4
2446,Lufkin,TX,75904,31.3,-94.7
2447,Lumberton,NC,28358,34.6,-79.0
2448,Lumberton,NC,28358,34.7,-79.0
2449,Lumberton,NJ,8048,40.0,-74.8
2450,Lumberton,TX,77657,30.3,-94.2
2451,Lunenburg,MA,1462,42.6,-71.8
2452,Luray,VA,22835,38.7,-78.5
2453,Lutz,FL,33549,28.2,-82.5
2454,Lynchburg,VA,24501,37.4,-79.2
2455,Lynchburg,VA,24502,37.3,-79.3
2456,Lynchburg,VA,24502,37.4,-79.2
2457,Lynn,MA,1905,42.4,-71.0
2458,Lynn Haven,FL,32444,30.2,-85.6
2459,Lynnwood,WA,98037,47.8,-122.3
2460,Lynnwood,WA,98087,47.8,-122.3
2461,Macclenny,FL,32063,30.3,-82.1
2462,Macedon,NY,14502,43.1,-77.4
2463,Macedonia,OH,44056,41.3,-81.5
2464,Macomb,IL,61455,40.5,-90.6
2465,Macon,GA,31206,32.8,-83.7
2466,Macon,GA,31210,32.9,-83.8
2467,Macon,GA,31211,32.9,-83.6
2468,Macon,MO,63552,39.8,-92.5
2469,Madera,CA,93637,37.0,-120.1
2470,Madill,OK,73446,34.1,-96.8
2471,Madison,AL,35757,34.8,-86.8
2472,Madison,AL,35758,34.7,-86.7
2473,Madison,AL,35758,34.8,-86.8
2474,Madison,AL,35758,34.8,-86.7
2475,Madison,GA,30650,33.6,-83.5
2476,Madison,IN,47250,38.8,-85.4
2477,Madison,MS,39110,32.5,-90.1
2478,Madison,OH,44057,41.8,-81.1
2479,Madison,TN,37115,36.3,-86.7
2480,Madison,TN,37115,36.3,-86.7
2481,Madison,WI,53714,43.1,-89.3
2482,Madison,WI,53719,43.1,-89.5
2483,Madison Heights,VA,24572,37.5,-79.1
2484,Madisonville,TN,37354,35.5,-84.4
2485,Madisonville,TX,77864,31.0,-95.9
2486,Magee,MS,39111,31.9,-89.7
2487,Magna,UT,84044,40.7,-112.1
2488,Magnolia,AR,71753,33.3,-93.2
2489,Malden,MO,63863,36.6,-90.0
2490,Malone,NY,12953,44.8,-74.3
2491,Malvern,AR,72104,34.4,-92.8
2492,Manahawkin,NJ,8050,39.7,-74.3
2493,Manassas,VA,20109,38.8,-77.5
2494,Manassas,VA,20110,38.8,-77.4
2495,Manati,PR,674,18.4,-66.5
2496,Manchester,CT,6042,41.8,-72.5
2497,Manchester,IA,52057,42.5,-91.5
2498,Manchester,KY,40962,37.1,-83.8
2499,Manchester,MO,63011,38.6,-90.5
2500,Manchester,NH,3103,43.0,-71.4
2501,Manchester,TN,37355,35.5,-86.0
2502,Mandan,ND,58554,46.8,-100.9
2503,Mandeville,LA,70448,30.4,-90.1
2504,Manhattan,KS,66502,39.2,-96.6
2505,Manitowoc,WI,54220,44.1,-87.7
2506,Mankato,MN,56001,44.2,-94.0
2507,Manning,SC,29102,33.7,-80.2
2508,Manor,TX,78653,30.3,-97.5
2509,Mansfield,LA,71052,32.1,-93.7
2510,Mansfield,OH,44903,40.7,-82.5
2511,Mansfield,PA,16933,41.8,-77.1
2512,Mansfield,TX,76063,32.6,-97.1
2513,Mansfield,TX,76063,32.6,-97.1
2514,Manteca,CA,95337,37.8,-121.2
2515,Manville,NJ,8835,40.5,-74.6
2516,Many,LA,71449,31.6,-93.5
2517,Maple Grove,MN,55311,45.1,-93.5
2518,Maplewood,MO,63143,38.6,-90.3
2519,Maquoketa,IA,52060,42.0,-90.7
2520,Marana,AZ,85741,32.3,-111.0
2521,Marble Falls,TX,78654,30.6,-98.3
2522,Margate,FL,33063,26.2,-80.2
2523,Marianna,FL,32448,30.7,-85.2
2524,Maricopa,AZ,85138,33.0,-112.0
2525,Marietta,GA,30008,33.9,-84.6
2526,Marietta,GA,30060,33.9,-84.5
2527,Marietta,GA,30060,33.9,-84.5
2528,Marietta,GA,30062,34.0,-84.5
2529,Marietta,GA,30062,34.0,-84.4
2530,Marietta,GA,30064,33.9,-84.6
2531,Marietta,GA,30066,34.0,-84.6
2532,Marietta,OH,45750,39.4,-81.4
2533,Marina,CA,93933,36.7,-121.8
2534,Marinette,WI,54143,45.1,-87.7
2535,Marion,AR,72364,35.2,-90.2
2536,Marion,IA,52302,42.0,-91.6
2537,Marion,IL,62959,37.7,-89.0
2538,Marion,IN,46953,40.5,-85.7
2539,Marion,NC,28752,35.6,-82.0
2540,Marion,OH,43302,40.6,-83.1
2541,Marion,VA,24354,36.8,-81.5
2542,Marksville,LA,71350,31.1,-92.1
2543,Marlin,TX,76661,31.3,-96.9
2544,Marlton,NJ,8053,39.9,-74.9
2545,Marquette,MI,49855,46.5,-87.5
2546,Marrero,LA,70072,29.9,-90.1
2547,Marshall,IL,62441,39.4,-87.7
2548,Marshall,MN,56258,44.4,-95.8
2549,Marshall,MO,65340,39.1,-93.2
2550,Marshall,TX,75670,32.6,-94.4
2551,Marshalltown,IA,50158,42.0,-92.9
2552,Marshfield,MO,65706,37.3,-92.9
2553,Marshfield,WI,54449,44.7,-90.2
2554,Martin,TN,38237,36.4,-88.9
2555,Martinez,CA,94553,38.0,-122.1
2556,Martinez,GA,30907,33.6,-82.1
2557,Martinsburg,WV,25401,39.5,-78.0
2558,Martinsburg,WV,25404,39.5,-77.9
2559,Martinsville,IN,46151,39.4,-86.4
2560,Martinsville,VA,24112,36.7,-79.9
2561,Marysville,CA,95901,39.1,-121.6
2562,Marysville,KS,66508,39.8,-96.6
2563,Marysville,OH,43040,40.2,-83.3
2564,Marysville,WA,98270,48.1,-122.1
2565,Marysville,WA,98271,48.1,-122.2
2566,Maryville,MO,64468,40.3,-94.9
2567,Maryville,TN,37801,35.7,-84.0
2568,Mason,OH,45040,39.3,-84.3
2569,Mason,WV,25260,39.0,-82.0
2570,Mason City,IA,50401,43.1,-93.3
2571,Massena,NY,13662,44.9,-74.9
2572,Massillon,OH,44646,40.8,-81.5
2573,Mattoon,IL,61938,39.5,-88.3
2574,Mayaguez,PR,680,18.2,-67.1
2575,Mayfield,KY,42066,36.7,-88.6
2576,Mayfield Heights,OH,44124,41.5,-81.4
2577,Mayodan,NC,27027,36.4,-79.9
2578,Mays Landing,NJ,8330,39.5,-74.7
2579,Maysville,KY,41056,38.6,-83.8
2580,Mcalester,OK,74501,34.9,-95.7
2581,Mcallen,TX,78501,26.2,-98.2
2582,Mcallen,TX,78503,26.2,-98.2
2583,Mcallen,TX,78504,26.2,-98.2
2584,Mcallen,TX,78504,26.3,-98.2
2585,Mccomb,MS,39648,31.3,-90.5
2586,Mccook,NE,69001,40.2,-100.7
2587,Mcdonough,GA,30253,33.4,-84.2
2588,Mcgehee,AR,71654,33.6,-91.4
2589,Mckinney,TX,75069,33.2,-96.6
2590,Mckinney,TX,75070,33.2,-96.7
2591,Mckinney,TX,75071,33.2,-96.7
2592,Mckinney,TX,75071,33.2,-96.7
2593,Mcminnville,OR,97128,45.2,-123.2
2594,Mcminnville,TN,37110,35.7,-85.8
2595,Mcpherson,KS,67460,38.4,-97.6
2596,Meadville,PA,16335,41.6,-80.2
2597,Mebane,NC,27302,36.1,-79.3
2598,Mechanicsburg,PA,17050,40.2,-77.0
2599,Mechanicsville,VA,23111,37.6,-77.4
2600,Medford,OR,97501,42.3,-122.9
2601,Medford,OR,97504,42.4,-122.9
2602,Medford,WI,54451,45.2,-90.3
2603,Medina,OH,44256,41.2,-81.9
2604,Melbourne,FL,32901,28.1,-80.6
2605,Melbourne,FL,32935,28.1,-80.7
2606,Melbourne,FL,32935,28.2,-80.7
2607,Melbourne,FL,32937,28.1,-80.6
2608,Melbourne,FL,32940,28.2,-80.7
2609,Memphis,TN,38115,35.1,-89.9
2610,Memphis,TN,38116,35.0,-90.0
2611,Memphis,TN,38125,35.0,-89.8
2612,Memphis,TN,38125,35.0,-89.8
2613,Memphis,TN,38128,35.2,-89.9
2614,Memphis,TN,38133,35.2,-89.8
2615,Mena,AR,71953,34.6,-94.2
2616,Menomonie,WI,54751,44.9,-91.9
2617,Mentor,OH,44060,41.7,-81.3
2618,Meraux,LA,70075,29.9,-89.9
2619,Merced,CA,95348,37.3,-120.5
2620,Meridian,ID,83642,43.6,-116.4
2621,Meridian,ID,83642,43.6,-116.3
2622,Meridian,ID,83646,43.7,-116.4
2623,Meridian,MS,39301,32.4,-88.7
2624,Meridian,MS,39301,32.4,-88.7
2625,Meridian,MS,39307,32.4,-88.7
2626,Merrill,WI,54452,45.2,-89.6
2627,Merrillville,IN,46410,41.5,-87.3
2628,Merritt Island,FL,32952,28.4,-80.7
2629,Mesa,AZ,85201,33.4,-111.9
2630,Mesa,AZ,85203,33.5,-111.8
2631,Mesa,AZ,85204,33.4,-111.8
2632,Mesa,AZ,85204,33.4,-111.8
2633,Mesa,AZ,85205,33.4,-111.7
2634,Mesa,AZ,85206,33.4,-111.7
2635,Mesa,AZ,85206,33.4,-111.7
2636,Mesa,AZ,85209,33.4,-111.6
2637,Mesa,AZ,85210,33.4,-111.8
2638,Mesa,AZ,85212,33.4,-111.7
2639,Mesa,AZ,85213,33.4,-111.8
2640,Mesa,AZ,85215,33.4,-111.7
2641,Mesquite,NV,89027,36.8,-114.1
2642,Mesquite,TX,75149,32.8,-96.6
2643,Mesquite,TX,75149,32.8,-96.6
2644,Mesquite,TX,75150,32.8,-96.6
2645,Metairie,LA,70003,30.0,-90.2
2646,Methuen,MA,1844,42.7,-71.2
2647,Mexia,TX,76667,31.7,-96.5
2648,Mexico,ME,4257,44.5,-70.5
2649,Mexico,MO,65265,39.1,-91.9
2650,Miami,FL,33032,25.5,-80.4
2651,Miami,FL,33144,25.8,-80.3
2652,Miami,FL,33147,25.8,-80.3
2653,Miami,FL,33189,25.6,-80.4
2654,Miami,FL,33196,25.7,-80.4
2655,Miami,OK,74354,36.9,-94.9
2656,Miami Gardens,FL,33055,25.9,-80.3
2657,Miami Gardens,FL,33056,26.0,-80.2
2658,Miami Gardens,FL,33169,25.9,-80.2
2659,Michigan City,IN,46360,41.7,-86.9
2660,Middle Island,NY,11953,40.9,-72.9
2661,Middleburg,FL,32068,30.1,-81.8
2662,Middleburg,FL,32068,30.1,-81.8
2663,Middlefield,OH,44062,41.5,-81.1
2664,Middlesboro,KY,40965,36.6,-83.7
2665,Middletown,DE,19709,39.4,-75.7
2666,Middletown,KY,40243,38.2,-85.5
2667,Middletown,NY,10940,41.5,-74.4
2668,Middletown,OH,45044,39.5,-84.3
2669,Midland,MI,48642,43.7,-84.2
2670,Midland,TX,79701,32.0,-102.1
2671,Midland,TX,79707,32.0,-102.1
2672,Midlothian,TX,76065,32.5,-97.0
2673,Midlothian,VA,23112,37.4,-77.6
2674,Midlothian,VA,23113,37.5,-77.6
2675,Midvale,UT,84047,40.6,-111.9
2676,Midwest City,OK,73110,35.5,-97.4
2677,Milan,TN,38358,35.9,-88.7
2678,Miles City,MT,59301,46.4,-105.8
2679,Milford,CT,6460,41.2,-73.0
2680,Milford,DE,19963,38.9,-75.4
2681,Milford,OH,45150,39.2,-84.3
2682,Milford,PA,18337,41.3,-74.7
2683,Mililani,HI,96789,21.5,-158.0
2684,Mill Hall,PA,17751,41.1,-77.5
2685,Millbrook,AL,36054,32.5,-86.4
2686,Millcreek,UT,84106,40.7,-111.8
2687,Milledgeville,GA,31061,33.1,-83.3
2688,Millersburg,OH,44654,40.5,-81.9
2689,Millington,TN,38053,35.4,-89.9
2690,Millville,NJ,8332,39.4,-75.0
2691,Milpitas,CA,95035,37.4,-121.9
2692,Milton,FL,32571,30.6,-87.1
2693,Milwaukee,WI,53212,43.1,-87.9
2694,Milwaukee,WI,53214,43.0,-88.0
2695,Milwaukee,WI,53215,43.0,-88.0
2696,Milwaukee,WI,53225,43.1,-88.0
2697,Milwaukie,OR,97267,45.4,-122.6
2698,Minden,LA,71055,32.6,-93.3
